unix_timestamp,datetime_utc,open,high,low,close
1767225600,2026-01-01 00:00:00,864.31,866.6,863.79,866.35
1767229200,2026-01-01 01:00:00,866.34,873.77,866.19,872.83
1767232800,2026-01-01 02:00:00,872.83,874.51,870.67,871.58
1767236400,2026-01-01 03:00:00,871.58,873.4,868.73,869.16
1767240000,2026-01-01 04:00:00,869.15,869.21,862,863.4
1767243600,2026-01-01 05:00:00,863.4,865.03,862.49,862.74
1767247200,2026-01-01 06:00:00,862.73,864.5,861.64,861.78
1767250800,2026-01-01 07:00:00,861.79,861.79,859.2,859.52
1767254400,2026-01-01 08:00:00,859.52,861.65,858.98,861.37
1767258000,2026-01-01 09:00:00,861.37,861.7,859.99,860.15
1767261600,2026-01-01 10:00:00,860.15,861.75,860.15,861.21
1767265200,2026-01-01 11:00:00,861.21,861.97,860.59,861.59
1767268800,2026-01-01 12:00:00,861.6,861.6,856.14,859.12
1767272400,2026-01-01 13:00:00,859.12,860.8,858.48,858.71
1767276000,2026-01-01 14:00:00,858.72,859.63,857.14,857.94
1767279600,2026-01-01 15:00:00,857.95,860.54,856.34,859.36
1767283200,2026-01-01 16:00:00,859.36,859.92,857.41,858.1
1767286800,2026-01-01 17:00:00,858.1,861.08,857.22,859.99
1767290400,2026-01-01 18:00:00,859.99,860.33,858.91,860.09
1767294000,2026-01-01 19:00:00,860.09,861.77,859.15,861.56
1767297600,2026-01-01 20:00:00,861.57,862.14,860.16,861.02
1767301200,2026-01-01 21:00:00,861.02,862.76,860.89,862.38
1767304800,2026-01-01 22:00:00,862.38,863.94,861.41,863.49
1767308400,2026-01-01 23:00:00,863.5,864.65,862.33,864.39
1767312000,2026-01-02 00:00:00,864.4,865,861.46,864.43
1767315600,2026-01-02 01:00:00,864.43,864.84,862,862.53
1767319200,2026-01-02 02:00:00,862.54,863.18,859.64,863.18
1767322800,2026-01-02 03:00:00,863.18,867.17,862.67,865.79
1767326400,2026-01-02 04:00:00,865.8,866.32,863.96,864.9
1767330000,2026-01-02 05:00:00,864.9,867.11,863.08,866.15
1767333600,2026-01-02 06:00:00,866.16,867.97,865.65,866.33
1767337200,2026-01-02 07:00:00,866.33,866.94,864.56,864.9
1767340800,2026-01-02 08:00:00,864.89,869.35,864.89,867.93
1767344400,2026-01-02 09:00:00,867.93,872,867.6,871.22
1767348000,2026-01-02 10:00:00,871.22,874.38,870.92,871.83
1767351600,2026-01-02 11:00:00,871.84,871.85,866.52,869.51
1767355200,2026-01-02 12:00:00,869.52,871.29,869.06,869.55
1767358800,2026-01-02 13:00:00,869.55,872.18,869.04,870.36
1767362400,2026-01-02 14:00:00,870.37,878,865.26,875.32
1767366000,2026-01-02 15:00:00,875.32,882.37,870.34,877.99
1767369600,2026-01-02 16:00:00,878,887.17,877.47,886.51
1767373200,2026-01-02 17:00:00,886.52,891.14,884.03,886.95
1767376800,2026-01-02 18:00:00,886.96,888.13,878.98,880.75
1767380400,2026-01-02 19:00:00,880.76,883.23,880.14,880.55
1767384000,2026-01-02 20:00:00,880.55,883.26,878.53,879.31
1767387600,2026-01-02 21:00:00,879.32,882.99,879.03,882.35
1767391200,2026-01-02 22:00:00,882.34,885.35,882,884.97
1767394800,2026-01-02 23:00:00,884.97,885.63,880.49,881.25
1767398400,2026-01-03 00:00:00,881.25,884.24,880.62,881.53
1767402000,2026-01-03 01:00:00,881.52,881.77,879.15,879.75
1767405600,2026-01-03 02:00:00,879.75,879.75,875.14,878
1767409200,2026-01-03 03:00:00,878.01,879.28,877,879.2
1767412800,2026-01-03 04:00:00,879.2,880.12,877.7,879.23
1767416400,2026-01-03 05:00:00,879.24,879.32,874.39,876.63
1767420000,2026-01-03 06:00:00,876.63,877.06,872.99,874.13
1767423600,2026-01-03 07:00:00,874.13,875.18,868.65,873
1767427200,2026-01-03 08:00:00,873,875.6,871.58,874.24
1767430800,2026-01-03 09:00:00,874.23,875.62,873.72,874.74
1767434400,2026-01-03 10:00:00,874.75,874.9,872.94,873.56
1767438000,2026-01-03 11:00:00,873.56,874.29,872.54,874.24
1767441600,2026-01-03 12:00:00,874.24,875.92,873.57,875.26
1767445200,2026-01-03 13:00:00,875.27,877.54,875.01,877.07
1767448800,2026-01-03 14:00:00,877.07,877.07,873.46,874.22
1767452400,2026-01-03 15:00:00,874.23,875.03,871.6,873.44
1767456000,2026-01-03 16:00:00,873.44,876.45,873.43,875.82
1767459600,2026-01-03 17:00:00,875.82,877.3,875.3,876.77
1767463200,2026-01-03 18:00:00,876.77,877.2,875.42,876.96
1767466800,2026-01-03 19:00:00,876.96,877.17,876.28,876.4
1767470400,2026-01-03 20:00:00,876.41,877.36,875.5,877.32
1767474000,2026-01-03 21:00:00,877.31,879.45,876.9,879.2
1767477600,2026-01-03 22:00:00,879.2,880,878.03,878.5
1767481200,2026-01-03 23:00:00,878.5,879.63,878.12,878.63
1767484800,2026-01-04 00:00:00,878.64,883.3,878.47,881.03
1767488400,2026-01-04 01:00:00,881.03,883.71,880.59,882.54
1767492000,2026-01-04 02:00:00,882.55,882.55,880.2,880.69
1767495600,2026-01-04 03:00:00,880.68,883.57,880.68,883.14
1767499200,2026-01-04 04:00:00,883.13,890.84,882.84,888.81
1767502800,2026-01-04 05:00:00,888.81,888.95,885.67,888.21
1767506400,2026-01-04 06:00:00,888.21,889.85,884,884.67
1767510000,2026-01-04 07:00:00,884.67,885.66,883.1,884.66
1767513600,2026-01-04 08:00:00,884.67,886.66,882.58,886
1767517200,2026-01-04 09:00:00,886,886.71,884.44,886.2
1767520800,2026-01-04 10:00:00,886.2,887.39,885.7,887.2
1767524400,2026-01-04 11:00:00,887.2,887.2,884.5,884.88
1767528000,2026-01-04 12:00:00,884.88,887.86,883.59,887.09
1767531600,2026-01-04 13:00:00,887.1,890,886.42,888.7
1767535200,2026-01-04 14:00:00,888.71,888.71,884.87,887
1767538800,2026-01-04 15:00:00,887,889.43,885.1,889.3
1767542400,2026-01-04 16:00:00,889.3,897.59,889.29,897.3
1767546000,2026-01-04 17:00:00,897.3,902.85,896.36,900.9
1767549600,2026-01-04 18:00:00,900.91,900.91,894.72,895.07
1767553200,2026-01-04 19:00:00,895.07,895.34,890.7,892.53
1767556800,2026-01-04 20:00:00,892.52,897.65,892.52,896.21
1767560400,2026-01-04 21:00:00,896.21,897.52,894.9,897.01
1767564000,2026-01-04 22:00:00,897,897.5,892.41,893.64
1767567600,2026-01-04 23:00:00,893.65,896.47,892.88,895.43
1767571200,2026-01-05 00:00:00,895.43,901.17,894.73,900.22
1767574800,2026-01-05 01:00:00,900.22,906.91,899.2,903.25
1767578400,2026-01-05 02:00:00,903.26,904.23,899.02,901.28
1767582000,2026-01-05 03:00:00,901.29,902.1,899.09,900.02
1767585600,2026-01-05 04:00:00,900.02,900.68,890.59,895.42
1767589200,2026-01-05 05:00:00,895.42,895.42,892.71,892.75
1767592800,2026-01-05 06:00:00,892.76,900.17,892.26,899.88
1767596400,2026-01-05 07:00:00,899.89,900.49,898.07,899.2
1767600000,2026-01-05 08:00:00,899.2,900.82,897.23,898.45
1767603600,2026-01-05 09:00:00,898.46,899.97,895.6,897.75
1767607200,2026-01-05 10:00:00,897.74,905.6,897.74,903.62
1767610800,2026-01-05 11:00:00,903.62,909,902.52,908.89
1767614400,2026-01-05 12:00:00,908.89,908.91,903.85,906.21
1767618000,2026-01-05 13:00:00,906.22,907.1,901.17,903.77
1767621600,2026-01-05 14:00:00,903.78,906.95,900.49,904.51
1767625200,2026-01-05 15:00:00,904.52,907.5,901.11,906.46
1767628800,2026-01-05 16:00:00,906.46,907.44,903.44,904.97
1767632400,2026-01-05 17:00:00,904.97,907.28,901.31,906.75
1767636000,2026-01-05 18:00:00,906.74,908.68,903.67,908.45
1767639600,2026-01-05 19:00:00,908.46,914,906.96,911.12
1767643200,2026-01-05 20:00:00,911.12,916.55,910.79,912.23
1767646800,2026-01-05 21:00:00,912.23,913.37,908.96,912.17
1767650400,2026-01-05 22:00:00,912.17,914.65,911.64,913.07
1767654000,2026-01-05 23:00:00,913.07,913.23,910.3,910.31
1767657600,2026-01-06 00:00:00,910.31,911.63,904.83,908.87
1767661200,2026-01-06 01:00:00,908.87,911.35,906.21,907.03
1767664800,2026-01-06 02:00:00,907.03,908.25,904.89,905.1
1767668400,2026-01-06 03:00:00,905.11,908.93,905.1,908.14
1767672000,2026-01-06 04:00:00,908.15,910.11,906.66,907.81
1767675600,2026-01-06 05:00:00,907.8,908.09,903.79,905.64
1767679200,2026-01-06 06:00:00,905.65,910,904.83,907.84
1767682800,2026-01-06 07:00:00,907.84,907.88,902.96,904.71
1767686400,2026-01-06 08:00:00,904.71,908.37,904.52,907.58
1767690000,2026-01-06 09:00:00,907.58,914.08,907.57,912.76
1767693600,2026-01-06 10:00:00,912.76,914.92,911.02,911.69
1767697200,2026-01-06 11:00:00,911.68,914.41,911.03,913.13
1767700800,2026-01-06 12:00:00,913.13,913.69,911.54,912.92
1767704400,2026-01-06 13:00:00,912.92,914.82,912.3,914.14
1767708000,2026-01-06 14:00:00,914.15,922.79,914.14,920.52
1767711600,2026-01-06 15:00:00,920.53,923.93,915.85,919.1
1767715200,2026-01-06 16:00:00,919.1,920.68,905.11,908.04
1767718800,2026-01-06 17:00:00,908.03,909.29,892.33,893.93
1767722400,2026-01-06 18:00:00,893.93,902.99,891.66,900.93
1767726000,2026-01-06 19:00:00,900.93,902.76,900.34,901.2
1767729600,2026-01-06 20:00:00,901.19,907.11,901.03,905.58
1767733200,2026-01-06 21:00:00,905.58,915.13,904.44,912.46
1767736800,2026-01-06 22:00:00,912.45,915.29,911.55,913.38
1767740400,2026-01-06 23:00:00,913.38,919.78,913.37,917.64
1767744000,2026-01-07 00:00:00,917.64,919.25,908.55,908.86
1767747600,2026-01-07 01:00:00,908.86,911.41,905.28,906.86
1767751200,2026-01-07 02:00:00,906.85,912.27,904.58,911.54
1767754800,2026-01-07 03:00:00,911.54,913,909.67,909.84
1767758400,2026-01-07 04:00:00,909.85,911.22,909.07,910.54
1767762000,2026-01-07 05:00:00,910.54,915.08,910.14,912.65
1767765600,2026-01-07 06:00:00,912.65,917,912.39,914.14
1767769200,2026-01-07 07:00:00,914.14,918.99,914.13,918.82
1767772800,2026-01-07 08:00:00,918.81,920.27,915.5,917.53
1767776400,2026-01-07 09:00:00,917.52,918.12,909,910.18
1767780000,2026-01-07 10:00:00,910.18,912,908.2,910.78
1767783600,2026-01-07 11:00:00,910.78,912.75,909.6,910.44
1767787200,2026-01-07 12:00:00,910.44,910.99,905.11,905.14
1767790800,2026-01-07 13:00:00,905.15,907.61,902.57,904.31
1767794400,2026-01-07 14:00:00,904.3,905.3,898.18,903.72
1767798000,2026-01-07 15:00:00,903.72,903.89,895.11,899.43
1767801600,2026-01-07 16:00:00,899.44,901.68,897.51,898.67
1767805200,2026-01-07 17:00:00,898.67,901.95,896.56,897.74
1767808800,2026-01-07 18:00:00,897.74,899.75,895.33,896.75
1767812400,2026-01-07 19:00:00,896.74,898.53,892.64,897.12
1767816000,2026-01-07 20:00:00,897.12,898.07,894.01,896.03
1767819600,2026-01-07 21:00:00,896.01,898.52,895.7,897.83
1767823200,2026-01-07 22:00:00,897.83,900.46,896.34,897.98
1767826800,2026-01-07 23:00:00,897.98,901.05,895.33,900.3
1767830400,2026-01-08 00:00:00,900.31,902.57,897.01,902.14
1767834000,2026-01-08 01:00:00,902.14,905,900.95,901.34
1767837600,2026-01-08 02:00:00,901.34,902.2,893.68,895.64
1767841200,2026-01-08 03:00:00,895.64,898.43,892.38,893.61
1767844800,2026-01-08 04:00:00,893.62,896.65,891.45,894.56
1767848400,2026-01-08 05:00:00,894.56,897.68,894.23,894.45
1767852000,2026-01-08 06:00:00,894.44,895,880.41,880.42
1767855600,2026-01-08 07:00:00,880.42,885.77,875.1,885.02
1767859200,2026-01-08 08:00:00,885.02,887.71,882.84,883.48
1767862800,2026-01-08 09:00:00,883.49,885.5,881.12,882.39
1767866400,2026-01-08 10:00:00,882.39,887.61,879.28,886.8
1767870000,2026-01-08 11:00:00,886.81,887.89,883.9,886.77
1767873600,2026-01-08 12:00:00,886.77,886.9,882.21,884.15
1767877200,2026-01-08 13:00:00,884.15,886.26,883.45,885.08
1767880800,2026-01-08 14:00:00,885.08,885.38,877.7,883.9
1767884400,2026-01-08 15:00:00,883.88,889.24,882.02,888.92
1767888000,2026-01-08 16:00:00,888.92,890.28,885.69,890.15
1767891600,2026-01-08 17:00:00,890.15,891.52,887.88,891.52
1767895200,2026-01-08 18:00:00,891.51,891.71,887.45,888.62
1767898800,2026-01-08 19:00:00,888.62,890.51,887.14,888.32
1767902400,2026-01-08 20:00:00,888.32,891.21,885.32,890.71
1767906000,2026-01-08 21:00:00,890.71,892.33,889.64,892.22
1767909600,2026-01-08 22:00:00,892.23,894.14,890.32,892.14
1767913200,2026-01-08 23:00:00,892.15,894.63,891.94,892.26
1767916800,2026-01-09 00:00:00,892.27,894.25,891.94,894.21
1767920400,2026-01-09 01:00:00,894.22,896.17,887.91,890.43
